id	hotel	review_type	review	tokens
p1265	boutique	positif	L'emplacement de l'hotel La gentillesse des employés	gentillesse employer hotel emplacement
p1266	boutique	positif	Petit déjeuner très bon et varié.	varier petit-dejeuner
n1266	boutique	negatif	Impossible de réserver le parking de l’hôtel car plus de place. Bruit dans la rue entendu dans la chambre.	hotel impossible bruit rue place reserver chambre parking entendu
p1267	boutique	positif	L’accueil est super. Le petit déjeuné et le personnel à l’écoute. La chambre très bien équipée.	super ecoute personnel equipee chambre accueil petit-dejeuner
p1268	boutique	positif	Personnel très accueillant  Serviable	accueillant serviable personnel
n1268	boutique	negatif	Bruyant	bruyant
p1269	boutique	positif	Chambre confortable	chambre confortable
n1269	boutique	negatif	Salle de bain moyenne avec wc pas au niveau	moyenne salle_de_bain wc niveau
p1270	boutique	positif	Le personnel, l'hôtel dans ses parties communes très agréables, l'emplacement a 2 minutes du port, la disponibilité d'un parking couvert.	agreable hotel partie_commune personnel parking NUM port couvert minute disponibilite emplacement
n1270	boutique	negatif	La configuration de la chambre: la porte d'entrée donnant directement dans la salle de bain! La taille de la chambre, alors que j'avais réglé un surclassement. L'absence de crochets suffisants pour les serviettes dans la salle de bain.	surclassement crochet donnant porte serviette chambre taille entree absence regler configuration salle_de_bain
p1271	boutique	positif	L.emplacement et le look de l hotel  Un parking en centre-ville	hotel look centre-ville parking emplacement
n1271	boutique	negatif	Les chambres minuscules	chambre minuscule
p1272	boutique	positif	Personnel très pro et sympathique, petit déjeuner fait maison top.	personnel top pro sympathique maison petit-dejeuner
n1272	boutique	negatif	emplacement un peu bruyant. Une restaurant un peu plus conséquente serait appréciable	consequente bruyant restaurant appreciable emplacement
p1273	boutique	positif	Le cadre et l emplacement	cadre emplacement
n1273	boutique	negatif	Petit déjeuner un peu cher au regard de ce qui est proposé	proposer regard petit-dejeuner
p1274	boutique	positif	Hôtel rénové, déco sympa ; emplacement idéal pour visiter la ville à pied ; très bon petit déjeuner ; bon accueil ; parking privé en cour intérieure	pied hotel visiter parking ville renover interieur deco prive accueil cour ideal petit-dejeuner emplacement sympa
n1274	boutique	negatif	Que le lavabo soit installé... dans l'entrée de la chambre ! Que les toilettes soient très exigües.	exigues toilette installe lavabo entree chambre
p1275	boutique	positif	Petit déjeuner très complet, décoration,personnel d accueil très dévoués,emplacement	emplacement personnel decoration complet accueil devouer petit-dejeuner
n1275	boutique	negatif	La propreté n 'était pas dans mes attente.	attente proprete
n1276	boutique	negatif	les rues environnantes sont très bruyantes. Nous avons mal dormi	rue environnant bruyant mal dormir
p1277	boutique	positif	La chambre était sereine  Le personnel très bien  Situation très très bien pour les accès commerces et commodités	commerce commodite situation personnel acces chambre serein
n1277	boutique	negatif	Les filtres de climatisations très sales Baignoire bouchée le premier jour du séjour, je pense qu elle n à paete contrôlée avant notre accès à la chambre	climatisation baignoire filtre penser sale bouchee acces jour controler sejour chambre paete
p1278	boutique	positif	Le petit déjeuner est parfait même si très cher (15 euros). L emplacement est parfait. La chambre triple est spacieuse et le personnel adorable et à l écoute.	adorable euro personnel ecoute parfait NUM spacieux triple chambre emplacement petit-dejeuner
n1278	boutique	negatif	Le 3e lit de la chambre triple à une literie très très inconfortable. Ce qui est dommage car dans une chambre isolée toute petite. De plus pas d isolation avec la salle de bain mitoyenne. J entendais même les gouttes d eau s évacuer de la douche...	isolation inconfortable petit mitoyen lit goutte entendre NUMe isoler dommage eau douche evacuer triple chambre literie salle_de_bain
n1279	boutique	negatif	nous n avons pas disposé de place de parking	place parking dispose
p1280	boutique	positif	Proximité du port et des restaurants.	restaurant proximite port
n1280	boutique	negatif	Stationnement plutôt onéreux. Les stationnements à proximité sont assez rares.	proximite onereux stationnement
p1281	boutique	positif	l’emplacement la gentillesse du personnel	gentillesse emplacement personnel
n1281	boutique	negatif	chambre trop petite pour 3 personnes chambre un peu vieillotte télécommande qui ne fonctionne pas très bien	petit telecommande NUM vieillot chambre fonctionner
p1282	boutique	positif	L'emplacement est ideal. Les chambres relativement spacieuses. Le petit dejeuner tres bien fourni.	fourni spacieux chambre ideal emplacement petit-dejeuner
n1282	boutique	negatif	Un tres bon sejour, pas de plainte.	plainte sejour
p1283	boutique	positif	l’emplacement	emplacement
n1283	boutique	negatif	la chambre très petite et sur la cour	chambre cour petit
p1284	boutique	positif	l'emplacement de l'hotel trés bien	hotel tres emplacement
n1284	boutique	negatif	Passer 2 nuits chambre pas faite suite a motif civid. alors si on prend la chambre 1 nuit elle et faite !!	prendre suite NUM nuit chambre civid motif
p1285	boutique	positif	localisation idéale et bonne literie	literie ideal localisation
n1285	boutique	negatif	décevant de devoir payer sa place de parking dans le parking de l’hôtel…  en tant que client, j’estime que le parking fait parti de l’équipement mis librement à disposition des clients	hotel mis librement place equipement parti client estime payer disposition parking decevant
p1286	boutique	positif	L’hôtel est à 2 pas du vieux port de La Rochelle, c’est idéal pour profiter pleinement du centre et du port dans devoir utiliser sa voiture	utiliser hotel voiture rochelle profiter pleinement port a_deux_pas ideal centre vieux_port
n1286	boutique	negatif	L’hôtel est vieillot et aurait besoin d’un bon rafraîchissement et mise au goût du jour Le petit déjeuner est vraiment moyen	hotel moyen besoin mise rafraichissement jour vraiment vieillot gout petit-dejeuner
p1287	boutique	positif	Parfaitement propre Très bien situé dans La Rochelle Bonne literie, calme, fonctionnel	situer rochelle fonctionnel propre literie parfaitement calme
n1287	boutique	negatif	Le service. Ils n'ont pas voulu garder nos bagages à l'accueil le temps d'attendre le train qui partait le soir ( pas de consignes à la gare). Certes, nous avions séjourné la veille à l'hotel et non pas le jour où nous avions demandé si l'hotel pouvait garder nos bagage, mais nous avons été clients de cet hotel et ce petit effort, qui ne coute rien à l'hotel, aurait pu nous dépanner. Comme ça nous somme partis en tant que clients très déçus du service !	hotel garder bagage gare jour parti decu vouloir veille service client soir petit sommer temps demande consigne accueil coute depanner train effort sejourner
p1288	boutique	positif	Petit dejeuner agréable	agreable petit-dejeuner
n1288	boutique	negatif	peu de rangements dans la chambre et la salle de bains pour une chambre pour 3 personners .	rangement NUM chambre salle_de_bain personners
p1289	boutique	positif	La chambre était très prop bien équipé et le service était top	prop top service chambre equipe
n1289	boutique	negatif	La chambre vraiment trop petite par rapport au prix que l’on a payé on a pris la chambre supérieure et elle était très très petite	petit superieur prix pris rapport vraiment payer chambre
p1290	boutique	positif	L’emplacement	emplacement
n1290	boutique	negatif	Le manque de place de parking et en plus payant	place manque parking payant
p1291	boutique	positif	La litterie , la bouilloire avec de quoi prendre du the ou du café	prendre cafe litterie the bouilloire
n1291	boutique	negatif	Le bruit dans la rue la nuit . Réveil de Bonne à cause de travaux a proximité	reveil rue bruit proximite travail nuit cause
p1292	boutique	positif	L’emplacement	emplacement
n1292	boutique	negatif	De ne pas faire la chambre soit disant par rapport au Covid où je suis ensuite aller ensuite a Cannes a l’hôtel le splendide ou j’ai eu un super accueil et entretien de ma chambre pourtant en zone rouge du Covid	super hotel ensuite covid splendide entretien canne pourtant rouge rapport chambre zone accueil
p1293	boutique	positif	La qualité de la literie	literie qualite
n1293	boutique	negatif	la taille de la salle bain minuscule et les serviettes qui n'étaient pas assez grandes, pas très douces.	doux bain serviette taille grand salle minuscule
p1294	boutique	positif	La gentillesse du personnel	gentillesse personnel
n1294	boutique	negatif	Le parking étant vraiment petit mieux vaudrait en limiter l'accès que laisser nombre de personnes dans la difficulté pour se garer.	difficulte petit nombre acces vraiment valoir limiter garer parking mieux
p1295	boutique	positif	Bien situé et calme avec un parking.	parking situer calme
n1295	boutique	negatif	Pas de réfrigérateur dans la chambre. Chambre petite.	refrigerateur chambre petit
p1296	boutique	positif	Idéalement situé	idealement situer
n1296	boutique	negatif	Le ménage laissait à désiré	menage desirer
p1297	boutique	positif	Les conditions COVID ne permettent pas de porter un jugement sérieux sur l'établissement compte tenu des contraintes dues au virus ......un plus pour la proximité du vieux La Rochelle ....un point faible le petit déjeuner sur la qualité des viennoiseries ..!	petit-dejeuner contrainte condition porter viennoiserie etablissement covid proximite compte tenu vieux rochelle qualite serieux jugement virus point faible
n1297	boutique	negatif	Dans l'ensemble bonne prestation .	ensemble prestation
p1298	boutique	positif	L'emplacement dans la ville, Le parking sur place . Un logement rénové et propre.	ville logement renover place propre parking emplacement
n1298	boutique	negatif	La taille des chambres . Le manque de placard ou penderie trop réduite au strict minimum . Une salle de douche neuve mais petite et mal conçue .	petit concevoir placard salle_de_douche mal taille reduit manque minimum chambre penderie strict
p1299	boutique	positif	Ras. Hôtel à recommander	rien_a_signaler recommander hotel
n1299	boutique	negatif	Rien	
p1300	boutique	positif	Hotel bien placé et d’un bon niveau de confort. Personnel accueillant. Dispose d’un parking	disposer hotel personnel confort place niveau parking accueillant
n1300	boutique	negatif	Petit dejeuner un peu moyen. Oreillers très durs!	moyen dur oreiller petit-dejeuner
p1301	boutique	positif	L'emplacement de l'hôtel quartier boutique.	saint hotel nicolas quartier emplacement
p1302	boutique	positif	Hôtel très bien situé . Le personnel disponible et agréable.	agreable hotel personnel situer disponible
n1302	boutique	negatif	Un bruit de moteur continu (ventilation garage? Climatisation?) à l’extérieur fatigant. Petit déjeuner commandé la veille, au créneau horaire conseillé pour s’entendre dire « plus de salade de fruits »! Dommage !	climatisation continu bruit commander veille conseiller horaire moteur fatigant entendre salade garage fruit dommage exterieur ventilation creneau petit-dejeuner
p1303	boutique	positif	L emplacement de l hôtel tout proche du vieux port	hotel emplacement vieux_port
n1303	boutique	negatif	Les place de parking privé son trop petit	place petit parking prive
p1304	boutique	positif	La proximité	proximite
n1304	boutique	negatif	Le fait de facturer le parking à leur clientèle 13€ jour	parking NUM€ jour clientele facturer
p1305	boutique	positif	Bien un peu juste en quantité !	quantite
n1305	boutique	negatif	Manque d’information à l’accueil !	information manque accueil
p1306	boutique	positif	L'emplacement géographique, la gentillesse du personnel, la possibilité d'obtenir un repas le soir en chambre après le couvre-feu	soir feu personnel obtenir geographique gentillesse chambre couvrir possibilite repas emplacement
n1306	boutique	negatif	Le petit déjeuner en chambre, petite salle de bain pour 3 avec wc a l'intérieur. Gros problèmes pour accéder à l'hôtel en raison de travaux et de multiples sens interdits, il serait bon de fleher bien avant l'arrivée toute proche	acceder wc petit hotel interdire probleme sens travail interieur raison NUM arrivee fleher gros chambre salle_de_bain petit-dejeuner
p1307	boutique	positif	L'emplacement centre ville	emplacement centre-ville
n1307	boutique	negatif	Le tarif trop élévé du parking	tarif parking eleve
p1308	boutique	positif	L'emplacement en centre ville est idéal, et au calme	ideal calme emplacement centre-ville
n1308	boutique	negatif	L'insonorisation des chambres / couloir	chambre couloir insonorisation
p1309	boutique	positif	emplacement tres bien , chambre et parties communes tres propres	chambre partie_commune propre emplacement
n1309	boutique	negatif	organisation covid repas pris à l hotel : en arrivant à 11h le personnel de la reception ne nous a pas bien renseigné : reservation de repas qui aurait pu etre prise des notre arrivée, quand nous avons reserve vers 16h30 les desserts des repas proposés n'étaient plus disponibles, de même le bar propose peu de choix, plus de cacahuettes à 19 heures ( ça peut se prevoir) préparation des plateaux du petit dejeuner pas assez claire puisque notre demande pour 2 s'est résumée à un plateau pour 1....DONC pre ci sez des que possible ce que vous voulez ! point positif : parking offert pour compenser , merci pour le geste commercial , c'est important d'être entendu.	hotel resumer compenser commercial reception important arrivee prevoir repas vouloir NUMhNUM cacahuettes geste offrir choix NUM disponible point petit-dejeuner reserve claire positif bar covid demande reservation arrivant renseigner pris heure sez prise entendu NUMh plateau organisation personnel preparation parking proposer dessert
p1310	boutique	positif	Propreté - accessibilité - localisation - personnel très accueillant	personnel proprete accessibilite localisation accueillant
n1310	boutique	negatif	RAS	rien_a_signaler
p1311	boutique	positif	L’emplacement	emplacement
n1311	boutique	negatif	Manque de formation commerciale de la personne de l’accueil à l’arrivée, par exemple règlement à ce l’avance du parking, des petits déjeuners  Chambre très petite, mansardée et manque de place pour poser la valise sur son support, insuffisance de rangement et absence de porte manteaux.	formation support arrivee reglement manteau manque commerciale mansarde poser absence petit-dejeuner exemple petit porte avance place accueil valise rangement chambre insuffisance parking
p1312	boutique	positif	L'emplacement au cœur de la ville  Confort Petit déjeuner généreux	ville confort coeur genereux emplacement petit-dejeuner
n1312	boutique	negatif	L'accueil d'une personne  Qui gâche la qualité des autres	qualite accueil gache
p1313	boutique	positif	Le petit déjeuner était très variés et les produits de belle qualité.	varier qualite produit petit-dejeuner
n1313	boutique	negatif	La chambre était très simple et la salle de douche peu fonctionnelle, rien pour poser les affaires, douche peu confortable avec rideau,…	affaire simple salle_de_douche confortable fonctionnel poser rideau chambre douche
p1314	boutique	positif	Emplacement Décoration Personnel Petit déjeuner	personnel petit-dejeuner emplacement decoration
n1314	boutique	negatif	Agencement de la chambre 222 (salle de bain à l’entrée) Lit non refait entre 2 nuits Surcoût lié au marathon	marathon lit agencement lie NUM entree nuit chambre salle_de_bain refaire surcout
p1315	boutique	positif	L'emplacement	emplacement
n1315	boutique	negatif	La chambre mansardée ce qui limitait l'accès, au plus d'1m80. L'isolation phonique qui n'est pas au top et la salle de bain directement dans l'entrée de la chambre.	top acces isolation_phonique NUMmNUM mansarde limiter entree chambre salle_de_bain
p1316	boutique	positif	On a aimé la situation géographique de l'hôtel, le confort, la propreté et le calme.	hotel situation proprete geographique confort aime calme
p1317	boutique	positif	La très bonne situation de l'hôtel. Dans un quartier très agréable, proche du centre.	agreable hotel situation quartier centre
n1317	boutique	negatif	La clim en panne au mois d'août, mais le personnel a fait le nécessaire en nous proposant une autre chambre.	panne necessaire personnel clim proposant mois chambre aout
p1318	boutique	positif	L'emplacement	emplacement
n1318	boutique	negatif	La vue de notre chambre. Le manque de réactivité quand une machine à café est en panne.	panne machine_a_cafe reactivite manque vue chambre
p1319	boutique	positif	Emplacement super à 5 minutes du centre. Et le personnel était super, à l’écoute et tres chaleureux. Petit déjeuner 🥞 à tomber entre les viennoiseries, le pain beurre, le fromage , la charcuterie, les oeuf bacon et les fruits que demander de plus ! Beaucoup de choix et copieux. La chambre plus petite que ce que je pensais.	chaleureux viennoiserie ecoute fruit demander minute centre super choix NUM copieux tomber fromage charcuterie emplacement petit-dejeuner petit penser personnel pain bacon beurre chambre oeuf
n1319	boutique	negatif	La chambre était un peu petite mais c’est tout	chambre petit
p1320	boutique	positif	L’emplacement, le lieu est mignon, les chambres jolies et fonctionnelles	joli mignon fonctionnel chambre lieu emplacement
n1320	boutique	negatif	Télé non fonctionnelle, lit non fait entièrement, personnel pas forcément très agréable, petit déjeuné cher pour ce que c est	agreable entierement personnel lit fonctionnel forcement tele petit-dejeuner
n1321	boutique	negatif	Dans la chambre plafond vers la fenêtre trop bas. 3 bosses sur le front.	bosse NUM fenetre plafond front chambre
p1322	boutique	positif	L emplacement	emplacement
n1322	boutique	negatif	Pas d intimité au sujet de la salle de bain	intimite salle_de_bain
p1323	boutique	positif	La situation geographique	geographique situation
n1323	boutique	negatif	Pas de parking disponible la première nuit alors que c'était un pré requis. Il fallait le demander dans les commentaires, mais il fallait le savoir...	pre disponible demander nuit falloir requis parking commentaire
p1324	boutique	positif	Très bien localisé	localiser
n1324	boutique	negatif	Nous avons été réveillés à 8:15 par des travaux à la perceuse, alors que nous avions spécialement précisé que nous venions pour nous reposer et que nous avons appris que ces travaux étaient récurrents et programmés.	perceuse recurrent specialement venir apprendre preciser programmer travail NUM reposer reveiller
p1325	boutique	positif	emplacement prèe du port	pree emplacement port
n1325	boutique	negatif	difficile à touver	touver difficile
p1326	boutique	positif	Emplacement top. Gros plus le parking	gros top parking emplacement
n1326	boutique	negatif	L’éclairage au niveau du lavabo très très minimaliste. On ne voit rien pour se raser ou autre	raser minimaliste lavabo niveau eclairage
p1327	boutique	positif	la salle du petit déjeuner la cour entre les deux bâtiments le style architectural du bâtiment	architectural style salle cour batiment petit-dejeuner
n1327	boutique	negatif	la chambre située côté rue	chambre cote rue situer
p1328	boutique	positif	La situation géographique	geographique situation
n1328	boutique	negatif	Chambre située côté rue donnant sur une place avec bars et restaurants....très bruyant le weekend .. jusqu'à 2h du matin	NUMh donnant rue bar restaurant bruyant matin situer week-end place cote chambre
p1329	boutique	positif	joli cadre, personnels très agréables. chambre prore et pratique	cadre agreable personnel joli pratique prore chambre
n1329	boutique	negatif	le bouton à tirer pour faire couler l’eau du pommeau de la douche a sauté plusieurs fois en me douchant c’est pénible. il n’y avait ni shampoing ni gel douche (le gel douche était en fait du savon pour les mains)	main tirer bouton shampoing gel eau pommeau savon penible douche couler saute doucher
p1330	boutique	positif	personnel accueillant	accueillant personnel
n1330	boutique	negatif	petit déjeuner (maigre) beaucoup de manquants à partir de 9h30 dans la chambre (peu de rangement)manque Kleenex et je suis sur de n’avoir pas eu la chambre que j’avais vu le Booking.com	maigre booking.com manquant rangement manque kleenex chambre NUMhNUM petit-dejeuner
p1331	boutique	positif	Emplacement idéal en plein centre ville avec en plus un parking payant 16 euros. Certes les places sont étroites mais elles ont le mérite d'exister... c'est un luxe en plein cœur de la Rochelle. Esthétique chic de l'établissement et des communs. Ascenseur très pratique. Climatisation en très bon état. Très grand lit et Literie de qualité. Très calme. Le petit déjeuner en libre service donc très copieux avec des produits locaux de qualité, plusieurs choix de thés, une super machine à café automatique présentant de multiples choix de café. La salle de petit déjeuner à la déco très agréable. Le personnel a volontiers accepté de mettre mes bouteilles d'eau au congélateur	ascenseur lit chic machine_a_cafe esthetique qualite centre-ville climatisation super agreable cafe presenter choix etroit service NUM rochelle the copieux deco produit accepter local literie emplacement petit-dejeuner libre automatique pratique exister grand place eau congelateur ideal bouteille commun euro personnel etablissement mettre volontiers luxe payant coeur merite parking calme
n1331	boutique	negatif	La chambre est vraiment petite, idem la salle de bain il faisait extrêmement chaud et il n'y avait qu'une seule petite bouteille d'eau offerte pour deux personnes. Il manquait cruellement d'un mini réfrigérateur. Par 40°, ils avaient laissé les couettes alors, nous avons dû démonté les lits pour pouvoir bien dormir. La baignoire aménagée en douche à l'aide d'une paroi vitrée n'est vraiment pas pratique. La robinetterie n'est pas de première jeunesse. Au prix du petit déjeuner 17 euros, on se sent presque obligé de se goinfrer. Dommage qu'il n'y ait pas une formule pour les petits estomacs.	lit vitree obliger dormir vraiment refrigerateur douche amenager offrir couette prix NUM dommage extremement petit-dejeuner petit chaud mini pratique du eau goinfrer jeunesse robinetterie estomac bouteille idem NUM° paroi manquer baignoire euro presque aide demonte formule chambre cruellement salle_de_bain
p1332	boutique	positif	l'emplacement (proximité du vieux port , le parking , l'amabilité des personnes de l'acceuille fait qu'il y ait un lit simple supplémentaire (pour 3 personnes)	supplementaire acceuille lit amabilite proximite simple NUM parking emplacement vieux_port
n1332	boutique	negatif	*manque de finition de propreté s. de bain / WC (charnières de porte crasseuse très visible quand on est sur les toilettes (pardon du détail) , support de rouleaux... poussiéreux ) et table extérieur avec miettes de croissants et auréoles de verre laissés par les clients précédant)  *produits d’accueil insuffisant pour 3 personnes	charniere visible support table crasseux s_de_bain preceder exterieur insuffisant wc toilette NUM verre manque client produit aureole rouleau porte proprete finition miette accueil poussiereux detail pardon croissant
n1333	boutique	negatif	pas de climatisation  la douche vraiment petite  pas vraiment à conseiller	climatisation conseiller petit vraiment douche
p1334	boutique	positif	Le réceptionniste était vraiment agréable même à 23h, le lit était vraiment confortable. 🙂 Le prix est élevé par rapport à l’a grandeur de la chambre 145€ a peu près plus et si ont voulais une place de parking 14€ 15€ en plus ..	NUMh receptionniste agreable lit prix confortable NUM€ place vraiment rapport chambre vouloir parking eleve grandeur
n1334	boutique	negatif	Le prix par rapport à la grandeur de la chambre et payer une place de parking en supplément	prix place rapport payer chambre supplement parking grandeur
p1335	boutique	positif	Nous avons aimé l’emplacement et la taille de la chambre.	taille chambre aime emplacement
n1335	boutique	negatif	Nous n’avons pas apprécié qu’on nous fasse payer un petit déjeuner que nous n’avons pas pris… certes nous avions réservé pour, mais le manque de temps ne nous a pas permis de prendre le petit déjeuner !	prendre permis temps apprecier pris reserver manque payer petit-dejeuner
p1336	boutique	positif	Personnel agréable, bon emplacement, bon petit déjeuner.	agreable petit-dejeuner emplacement personnel
n1336	boutique	negatif	Beaucoup de bruit la nuit de l'extérieur et à l'intérieur de l'hôtel (mauvaise isolation des chambres). Chambre petite.	isolation hotel bruit petit interieur chambre nuit exterieur mauvais
p1337	boutique	positif	L’emplacement en centre-ville	emplacement centre-ville
n1337	boutique	negatif	l’accueil	accueil
p1338	boutique	positif	Parking souterrain attenant à l'hôtel.	hotel souterrain attenant parking
n1338	boutique	negatif	L'intérieur des chambres ( équivalent à un ibis) Petit déjeuner ( beau décor avec verrière mais impression de self service , tables les unes sur les autres )	decor equivalent table verriere self interieur ibis service impression chambre petit-dejeuner
p1339	boutique	positif	Nous avons aimé la localisation. A deux pas du vieux port ou du marché et au calme.  Nous avons ADORE le petit déjeuner. Nous vous le conseillons, il vaut largement les 13 euros (nous y avons été seulement le dimanche).  Personnel très agréable.	agreable conseiller largement euro personnel adorer localisation marche dimanche NUM valoir aime petit-dejeuner vieux_port calme
n1339	boutique	negatif	Le lit était trop petit en longueur pour nous (nous faisons 1m80). Il faisait très chaud dans la chambre (chauffage alors qu'il faisait 20°C dehors) Et nous n'avions pas de débit d'eau pour la douche...	NUM°c chauffage petit lit debit chaud longueur eau NUMmNUM chambre douche
p1340	boutique	positif	Sa situation géographique et le petit-déjeuner	geographique petit-dejeuner situation
n1340	boutique	negatif	la chaleur épouvantable et non modifiable dans notre chambre . Le parking sous terrain à 13€ la nuit	chaleur epouvantable NUM€ nuit chambre modifiable terrain parking
p1341	boutique	positif	Accueil cordial	cordial accueil
n1341	boutique	negatif	Chambre côté rue bruyante (terrasse de café, éboueur, balayeuse..) place de parking adaptée pour petits vehicules	rue petit cafe bruyant eboueur vehicules place terrasse cote balayeuse chambre adapter parking
p1342	boutique	positif	l emplacement	emplacement
n1342	boutique	negatif	le petit déjeuner qui propose peu de choix	choix proposer petit-dejeuner
p1343	boutique	positif	l’emplacement près du port , la literie	literie emplacement port
n1343	boutique	negatif	le petit déjeuner ce les viennoiseries étaient très dure , la grosse tache sur le tapis de la chambre et la chambre un peu petite	grosse viennoiserie petit tache chambre tapis dure petit-dejeuner
p1344	boutique	positif	Très bien situé  Insonorisation parfaite Literie OK  Petit déjeuner parfait	ok parfait situer literie insonorisation petit-dejeuner
n1344	boutique	negatif	Pas de parking disponible à l hôtel  Baignoire non fonctionnelle car difficulté pour fermer la bonde  Chambre petite  Chasse d eau qui coule sans cesse	cesser hotel difficulte baignoire petit fermer disponible fonctionnel eau coule chambre bonde parking chasse
p1345	boutique	positif	Implanté à 2 pas du vieux port	implanter a_deux_pas vieux_port
n1345	boutique	negatif	WC dans SdB	salle_de_bain wc
p1346	boutique	positif	Bien placé, malgré le manque de parking. Personnel disponible et à l'écoute.	ecoute personnel parking place manque disponible
n1346	boutique	negatif	chambre beaucoup trop petite pour ce tarif.	chambre tarif petit
p1347	boutique	positif	Emplacement  Chambre sympa	chambre emplacement sympa
n1347	boutique	negatif	Rapport qualité prix un peu cher surtout que les services de l’hôtel ne sont plus disponibles (plus de ménage dans les chambres) Extras également cher ( déjeuner, parking etc )	menage hotel parking rapport_qualite-prix service dejeuner chambre extra disponible
p1348	boutique	positif	Confort du lit.	lit confort
n1348	boutique	negatif	Photo non conforme pour les chambre 3 lits. 2 lits biens mais 1 autre comme dans un placard, petite fenêtre, porte qui ne fermait pas.	petit photo lit conforme porte placard fermer NUM fenetre chambre
p1349	boutique	positif	localisation, personnel, propreté, petit déjeuner	proprete localisation petit-dejeuner personnel
n1349	boutique	negatif	insonorisation, on entend les gens dans le couloir comme s'ils étaient dans la chambre. Les portes qui claquent à 2h du matin ce n'est pas très reposant	NUMh claquer reposant porte couloir matin entendre chambre insonorisation
p1350	boutique	positif	Café, thés et tisanes ds la chambre. Situation géographique d'hôtel. L'espace transat et table buvette devant l'hôtel pour faire 1 pose ou boire 1 verre est agréable.	pose transat buvette hotel espace tisane cafe situation geographique table agreable boire the NUM verre chambre ds
n1350	boutique	negatif	Sèche-cheveux de la salle de bain peu performant et pas pratique.  Petit déjeuner moyen. Le grille pain pas assez pro pour l'hôtel car il fallait attendre très longtemps pour que le pain grille et en plus les grandes tranches ne rentraient pas complètement.  Viennoiseries peu variées et un peu trop petites.	varier rentrer hotel performant completement viennoiserie pain tranche petit moyen pratique pro grand grille falloir salle_de_bain seche-cheveux petit-dejeuner
p1351	boutique	positif	Emplacement personnel très aimable	aimable emplacement personnel
n1351	boutique	negatif	Proposition de roomservice mais non appliquée en définitive...c est très confortable mais trop standardisé à mon goût....manque d originalité vu l emplacement	standardiser definitif confortable proposition manque roomservice appliquer originalite gout emplacement
p1352	boutique	positif	Bien	
n1352	boutique	negatif	Douche pas de pression et mélangeur archaïque !!!! Vitres sales! Fleurs desséchées balcon et chambre exiguë pour un 3etoiles!!	vitre archaique melangeur sale fleur pression dessecher NUMetoiles balcon chambre douche exigu
p1353	boutique	positif	Emplacement	emplacement
n1353	boutique	negatif	Baignoire  Petit déjeuner	baignoire petit-dejeuner
n1354	boutique	negatif	Les chambres ne sont pas aménagées pour manger sur place (petit déj, dîner après 19h) ce qui est très inconfortable. L'organisation du petit déjeuner en chambre est à revoir (erreurs, attente...)	NUMh revoir inconfortable organisation place diner attente erreur chambre amenager manger petit-dejeuner
n1355	boutique	negatif	Draps troué Seche cheveux trop vieux	seche drap cheveux trouer vieux
p1356	boutique	positif	Emplacement, propreté et literie	literie emplacement proprete
n1356	boutique	negatif	Très bon petit déjeuner mais le tarif reste élevé. La douche et les sanitaires pourraient être plus modernes.	tarif moderne douche sanitaire eleve petit-dejeuner
p1357	boutique	positif	Très bonne literie et propreté de la salle de bain.	literie salle_de_bain proprete
n1357	boutique	negatif	Le prix du petit déjeuner est trop élevé, le buffet étant supprimé pour des raisons sanitaires, les plateaux sont préparés à l'avance avec des oublis et peu copieux.  Quelques petits cheveux sur le dessus de lit	plateau petit lit oubli cheveux prix raison preparer avance copieux buffet sanitaire supprimer eleve petit-dejeuner
p1358	boutique	positif	L emplacement est très bien.	emplacement
n1358	boutique	negatif	Les chambres sont petites. La literie n'est pas bonne et les oreillers non plus. Une personne de l accueil est particulièrement désagréable ce qui m'a décontenancé alors que tous les autres sont super! Il y avait plus de gel douche dans la douche à mon arrivée.	super petit oreiller decontenancer gel arrivee chambre literie douche accueil desagreable
p1359	boutique	positif	L’emplacement de l’hôtel est idéal.	ideal hotel emplacement
n1359	boutique	negatif	La chambre est vraiment très petite. Très difficile d’y prendre le petit déjeuner et dîner à 2 (couvre feu 18h). Propreté de la salle de bain à revoir, la porte était plein d’éclaboussures de je ne sais quoi, de cheveux collés, vu la proximité avec les toilettes m’y faire ma toilette fut très désagréable. Personnel de la réception pas très agréable et pas du tout au service des clients. 3 demandes - 3 débrouillez-vous. (En revanche, la dame qui nous a servi le petit déjeuner le matin était très souriante et à nos petits soin ça contraste vraiment avec ses collègues, c’était chouette ! Merci madame ! )  Cet hôtel ne mérite pas ses 3 étoiles. Nous avons vécu de meilleures expériences dans d’autres petits hôtels. Nous n’y retournerons pas.	hotel proximite soin reception vraiment retourner vecu agreable experience souriant toilette service NUM couvrir meilleur difficile client etoiler desagreable petit-dejeuner revoir contraste petit prendre proprete porte dame demande revanche debrouiller eclaboussure madame NUMh chouette feu personnel cheveux matin coller collegue diner chambre salle_de_bain merite servir
p1360	boutique	positif	Hôtel bien placé et plutôt agréable	place agreable hotel
n1360	boutique	negatif	Hôtel basique sans grand intérêt	grand interet basique hotel
p1361	boutique	positif	Le prix n’est pas en rapport avec les prestations petit déjeuner moyen, dîners vite épuisés, la propreté correcte sans plus, chambre petite et accès parking cher + petit déjeuner cher pour des mini viennoiseries décongelées	vite petit viennoiserie proprete prestation decongeler prix moyen mini correct acces diner rapport epuiser chambre parking petit-dejeuner
